cancion,artista
"Amanecí solo en un blanco vacío
Tras un final, todo vuelve a comenzar
No sé bien si estoy despierto o estoy dormido
Pero algo me dice que no hay vuelta atrás
Es Navidad, un año para el olvido
Un año más, nada cambió en realidad
Ahora puedo ver de afuera los festejos
Mi reflejo no se vê en el ventanal

Por ahora no me duele más
Soy solo otra luz en la ciudad
Tanto que busqué
Perder la noción del espacio y del tiempo
Solo así van a extrañarme
La oscuridad ya no da miedo
Si tuviera otra oportunidad

Amanecí solo en un blanco vacío
Tras un final, todo vuelve a comenzar
No sé bien si estoy despierto o estoy dormido
Pero algo me dice que no hay vuelta atrás

Por ahora no me duele más
Soy solo otra luz en la ciudad
Tanto que busqué
Perder la noción del espacio y del tiempo
Solo así van a extrañarme
La oscuridad ya no da miedo
Si tuviera otra oportunidad",dillom
"Nos conocimos en la escuela, era más grande que yo
Era la novia de mi amigo, pero no me importó
Daría lo que fuera por estar con vos
Me pelearía con quien fuera por salir con vos

Tu novio te maltrataba, ese era un pussy-ass
Yo te prometo con mi vida que te voy a cuidar
Voy a ser grande en esto de la música
Sé que los buenos tiempos ya van a llegar

Lo supe por tu mirada, lo sospechaba
Que algún día ibas a ser el todo de mi nada
A la mañana a laburar, después la escuela
Si junto unos mangos, vamos a cenar afuera

Perdoná si soy pеsado o te parece cualquiera
Pero es que, la verdad, sos lo único que me queda
Siento que algo está distinto, o quizás flasho
Pienso en la idea de perderte y por dentro estallo

Cuando la vida me atormenta, sos mi pararrayo'
Pero me tenés mareado, como un paraguayo
Con vos, me siento un vagabundo, vagando sin rumbo
Qué lento pasan los segundos cuando no es mi turno
Cuando te vas, se apaga el mundo y yo me hundo
Y si estás acá conmigo, en la soledad, en conjunto

(Uh, uh-uh, uh-uh, uh-uh-uh)
Me está volviendo loco, me está volviendo loco
Me está volviendo loco, me está volviendo loco
Me está volviendo loco, me está volviendo loco
Me está volviendo loco, me está volviendo loco

Hay que juntarnos para hablar de esto
Ya ni me mirás, ni siquiera un beso
Si yo te doy asco, debe ser eso
No digas que este no es nuestro momento, eso no es cierto

Dolía menos que agarren mi cuerpo
Y me arranquen los brazos mientras estoy despierto
A veces pienso en ponerle fin a este cuento
Quizás así me recuerdes, hasta el final de los tiempos
Quizás así te arrepientas, de haberme hecho esto
Ah, de haberme hecho esto

(Uh, uh-uh, uh-uh, uh-uh-uh)
Me está volviendo loco, me está volviendo loco
Me está volviendo loco, me está volviendo loco
Me está volviendo loco, me está volviendo loco
Me está volviendo loco, me está volviendo loco

Me está volviendo loco, me está volviendo loco
Me está volviendo loco, me está volviendo loco
Me está volviendo loco, me está volviendo loco
Me está volviendo loco, me está volviendo loco
(Uh, uh-uh, uh-uh, uh-uh-uh)
(Uh, uh-uh, uh-uh, uh-uh-uh)

(Qué difícil que es escapar de vos)
(Si estás en cada lugar donde voy)
(Si tu perfume sigue en mi habitación)
(Me voy perdiendo en cada paso que doy)",dillom
"Últimamente
Este lugar se siente un poco diferente
Las paredes se volvieron transparentes
Para sentir que algo se viene no hace falta ser vidente
Uhm
Un incidente

Siempre atento a los ruidos
Esperando lo peor
Ni a mi peor enemigo le deseo la sensación
De ver la vida dependiendo de una mala decisión
Oh
Y ese día llegó
Y ese día llegó

Y ese día llegó
Y ese día llegó
Y ese día llegó
Todavía me acuerdo de esa tarde

Era viernes
Y yo andaba en la de siempre
Encerrado en mi cuarto y afuera llovía fuerte
Escuche un ruido fuerte y fui a fijarme
Subí a la terraza y vos estabas por tirarte
Alejate
¿Cuántas pastillas tomaste?
Llame a la ambulancia pa’ que vengan a buscarte
Me cansaste
Es hora de internarte
Podemos salir de esta todavía no es tarde

Intentaste pegarme y te caíste
Y empezaste a arrastrarte
Se supone que vos sos quien debería cuidarme

Pude ver en tu mirada que detrás no había nadie

Pensándolo bien
Te hubiese dejado caer
Ahora por culpa de esa mierda tengo PTSD
La paranoia no la calma ni el más puro CBD
Las pastillas son lo único que heredé",dillom
"Vivo con el impulso de destruirlo todo
Y hay alguna noche que le dejo ganar
Tengo a mis demonios haciéndome los coros
Diciéndome al oído que sos para mí (vos sos para mí)

No, oh-oh (vos sos para mí)
No, oh-oh (vos sos para mí)
No, oh-oh (vos sos para mí)

Vos sos para mí
Vos sos para mí
Vos sos para mí
Vos sos para mí",dillom
"Estoy con una bitchie hegemónica, ah
Y ella la sopla como una armónica, ah
Puta, yo no tengo una platónica, ah
Porque todo' aman a Dillom, así de corta, pa'

Y si el pinta el cumpleaño', coqueteo con la coca
El Dillom millonario pero, puta, soy de Boca
Billetes son celestes, hace rato no veo un Roca
Puta, no soy KHEA, pero ella es una loca

La media es Vetements
Tengo más presidente' encima que los que hay en el G20
Fuck you, pay me
Mi puta es como Elvi', los quiere suavemente (cumbia 4-20 pa' los negro')

Si pinta la bronca, ese wachín sale en Cronica
Me lastimo solo y tomo escabio como Johnny Cash
Me llaman to' el día como joda telefónica
Tu wacha en mi show de gritar tanto quedó afónica

Estoy con una bitchie hegemónica, ah
Y ella la sopla como una armónica, ah
Puta, yo no tengo una platónica, ah
Porque todo' aman a Dillom, así de corta, pa'

Me para la gorra por narcótica
Pero solo llevo María de la más rica
Ese policía a mí no me va a llevar
Que se meta pa' la cuadra si de piola se la da

Muy cerca de mi casa está el chatrán
De noche veo zombie' que por acá vienen y van
Tu novio se está haciendo el talibán
Y me copia hasta la combi, se la vi'a manda' a guardar

La otra ve' se me trepó como diabólica
Se ve que bebió de má' porque es alcohólica
Los compa' acá en el bloque 'tamos chevere'
Nos subimo' a acceso oeste en un 110

Estoy con una wacha hegemónica
Ella sopla la bolsa como armónica, ah
Puta, yo no tengo una platónica, ah
Porque soy el L-Gante, así de corta, pa'

Estoy con una bitchie hegemónica, ah
Y ella la sopla como una armónica, ah (Maxi El Brother, pa')
Puta, yo no tengo una platónica (L-Gante Keloke)
Porque todo' aman a Dillom, así de corta, pa' (Dillom)",dillom
"¡Mamá!
¡Ayuda, ayuda!
¡Auxilio!
La-la
No, tiene fiebre (hola)
Hay que llevarlo a un hospital (me perdí, ah)

¡Ayuda! (Ayuda, por favor)
Ey, Evar, tengo miedo, wey

Mis amigos están muertos, sin querer los maté
No sabía que era tu novia, sin querer la empapé
Puta, vamo' a un hotel, no me falta el papel
Bitch, I'm chasin' the cake, estoy buscando el pastel

Mis amigos están muertos, sin querer los maté
No sabía que era tu novia, sin querer la empapé
Puta, vamo' a un hotel, no me falta el papel
Bitch, I'm chasin' the cakе, estoy buscando el pastel

Puta, yo no soy Mefisto, pеro tengo una Magnum
Y mi familia preocupada por si me tomo un Valium
Yo no hablo de mi vida, esa mierda es muy triste
Y ahora que tengo plata, son más gracioso' mis chiste'

Tomé seis Ritalin, ¿qué hiciste, chinchulín?
Ah-na-na-na-na, lin, actúan más que Darín
Casi me suicido, no suicide doors
Ella toma keta, piensa que es un horse

Algunos se comen la movie de acción
Yo le como el culo y to' en su habitación
Yo tengo el gas, como Auschwitz
Le hago un ingeniero, like Maschwitz

Tu puta sentada en mi sausage
Le doy por atrá', grita auchis
Tocamo' si pinta alto bondi
Matando rapero', Ted Bundy
Ese es más boludo que un zombie
Fumando más mierda que Smoky, mmm

La conocí en un karaoke, mmm
Dice que la tengo bien loqui, mmm
Fumándome un combi en la combi (mmm)
Los hongo' lo' escondí en la, ah, no, no, no lo puedo decir

Dicen otss, ey
Dillom qué lindo que sos
Tomando jarabe de a shots
Manito, esta mierda está hots

Mis amigos están muertos, sin querer los maté
No sabía que era tu novia, sin querer la empapé
Puta, vamo' a un hotel, no me falta el papel
Bitch, I'm chasin' the cake, estoy buscando el pastel

Mis amigos están muertos, sin querer los maté
No sabía que era tu novia, sin querer la empapé
Puta, vamo' a un hotel, no me falta el papel
Bitch, I'm chasin' the cake, estoy buscando el pastel",dillom
"No siento que seas suficientemente mía
Quiero saber qué estás haciendo todo el día
Voy a seguir tus pasos como si fuese un espía
Coser tu cuerpo con el mío en una cirugía

Quisiera saber hasta el color de tus huesos
Estar entre tus sueños y tus pesadillas
Perdón si es un infierno que yo sea tan intenso
Vos sos mi santa, por vos, peregrino de rodillas

Por vos
Voy en misión suicida
Pierde valor la vida cuando no soy tu diversión
Inventaría un color más oscuro que el negro
Si vivo un futuro sin vos

Sentí que no eras suficientemente mía
Quería saber a dónde estabas ese día
Seguí tus pasos como si fuera un espía
Nos descosimos, todavía me sangra esa herida

Busco y no me encuentro
Te encuentro y me deshago
Y es viernes por la noche
Y no estás en ningún lado

Tus golpes en el suelo
Son mi único consuelo
Espero que te abuses de mí

Por vos
Voy en misión suicida
Pierde valor la vida cuando no soy tu diversión
Inventaría un color más oscuro que el negro
Si vivo un futuro sin vos

Voy en misión suicida
Pierde valor la vida cuando no soy tu diversión
Inventaría un color más oscuro que el negro
Si vivo un futuro sin vos",dillom
"Les puedo contar mi vida si les gustan las historias de terror
Yo no sé mucho de amar, pero si sé del dolor
La gente me mira, dice: Dillom, sos el mejor
Yo no sé si eso es verdad, pero si sé que

Cuando tomo alcohol siento que lo que hago no está tan mal
Pero, a lo mejor, es mi estado real
Y siento que no debería pasar
Pero, a lo mejor, lo que siento es verdad

Voy con la crew como Mötley
Tu puta me habla, walkie-talkiе
Ahora vivimo' de shopping
No pasamo' ningún anti-doping

Shorty la tiro del choker
Ella tiеne ass y no en póker
Hacemo' má' plata que un bróker
Un palo como Harry Potter

Cuando tomo alcohol siento que lo que hago no está tan mal
Pero, a lo mejor, es mi estado real
Y siento que no debería pasar
Pero, a lo mejor, lo que siento es verdad

Na-na, na-na, na-na-na-na
Na-na, na-na, na-na-na-na
Na-na, na-na, na-na-na-na
Na-na, na-na, na-na-na-na

Shorty, voy a dejar todo lo demás pa' después
Para verte, yeah, para verte
Siento que nosotro' estamos conectado', bebé
A 220, ah, a 220

Hay algo que me tiene enganchado y no sé qué hacer
Es muy fuerte, yeah, es muy fuerte
Siento que nosotro' estamos conectado', bebé
A 220, yeah, a 220

Su ropa cara, como Delevingne
Me deja arriba, es un Ritalin
Shorty con un swag de Avril Lavigne
Su corazón es un adoquín

Y a veces siento que esto ya no es lo mismo, pero
Es que no quiero que esto llegue a su fin
Y ni yo sé cómo llegamos tan lejos, pero
Quisiera volver a cuando te conocí

Cuando tomo alcohol, siento que lo que hago no está tan mal
Pero, a lo mejor, es mi estado real
Y siento que no debería pasar
Pero, a lo mejor, lo que siento es verdad

Shorty, voy a dejar todo lo demás pa' después
Para verte, yeah, para verte
Siento que nosotro' estamos conectado', bebé
A 220, yeah, a 220

Hay algo que me tiene enganchado y no sé que hacer
Es muy fuerte, yeah, es muy fuerte
Siento que nosotro' estamos conectado', bebé
A 220, yeah, a 220

Na-na, na-na, na-na-na-na
Na-na, na-na, na-na-na-na
Na-na, na-na, na-na-na-na
Na-na, na-na, na-na-na-na",dillom
"Estuve con una esquizo, pa' mí cuenta como orgía
Su culo aplaude, es un tema de ROSALÍA
Dijo que por mí hace todo, así que este es el día
Voy a cumplir mi más oscura fantasía

Conocí una cheta con la piel naranja
Ella tomaba keta y yo tomaba blanca
Me dijo que se drogaba una vez cada tanto
Y si su papá se entera, la mandan a la granja

'Taba con su amiga, una gordita linda
Que iba bien vestida y se hacía la gringa
Dijo que se iba hacer una liposucción
Puta, yo necesito una pitosucción

Podés encontrarme por ahí, perdido sin Waze
Jalando popper con los gays
El día que muera, moriré en mi ley
Llevándome a alguno conmigo también

Podés encontrarme por ahí, perdido sin Waze
Jalando popper con los gays
El día que muera, moriré en mi ley
El día que muera, moriré en mi ley, ah

Una pendeja egoísta, un poco masoquista
Su familia es cheta, sus papas son macristas
Si fuera por ella, me la chupa en la pista
Me gusta cuando la chupa y nos escucha el taxista
¿Que cómo me divierto? Te doy una pista

Siempre ando anestesiado y sin ir al dentista
Después de cuatro clonas flasho' que soy budista
Si la poli pregunta, soy autista
Su short tan apretado que parece body-painting
Me la pone tan gorda que le hacen body-shaming
(Ay, same, boluda, yo también tengo ascendente en sagitario, boluda)

Podés encontrarme por ahí, perdido sin Waze
Jalando popper con los gays
El día que muera, moriré en mi ley
Llevándome a alguno conmigo también
Podés encontrarme por ahí, perdido sin Waze
Jalando popper con los gays

El día que muera, moriré en mi ley
El día que muera, moriré en mi ley
El día que muera, moriré en mi ley
El día que muera, moriré en mi ley
El día que muera, moriré en mi ley
El día que muera, moriré en mi ley, ¡ah!

Back from Texas, I'm feelin' in the nexus
My bitches comin' to me 'cause they feelin' the Lexus
Until—

It is a weepin' and a moanin'
And a gnashin' of teeth in the dancehall
And who no have teeth gwan rub pon dem gums
Cuh when time it comes to my sound
Which is the champion sound
The bugle has blown fi many times
And it still have−

Me-me-me mire al espejo y me veo muy bien
Me siento mejor que nunca
Creo que por fin encontré mi nueva piel
Me siento mejor que nunca

Matar, matar, ma-tar
Matar, matar, ma-tar
Matar, matar, ma-tar
Matar, matar, ma-tar

Matar, matar, ma-tar
Matar, matar, ma-tar
Matar, matar, ma-tar
Matar, matar, ma-tar",dillom
"Mi money go dumb, tengo plata, pelotuda
Tomé siete Rivo', creo que necesito ayuda
En Argentina yo y Los Ramone' en NYC, ah
La vida es triste, y lo siento, pero es así

Mi money go dumb, tengo plata pelotuda (pelotuda)
Tomé siete Rivo', creo que necesito ayuda
En Argentina yo y Los Ramone' en NYC, ah (NYC)
La vida es triste, y lo siento, pero es así

Mi plata se mueve sola, como un poltergeist
En el stage, mе vuelvo tonto como Frankestein (uah)
Soy rubiеcito y carilindo, como Seven Kayne
Y la pancita por la heineken

De mi torta todo' quieren un mordiscón
Voy afuera y me tratan como si fuera un Rolling Stone
Caemo' a tu casa, ding-ding-dong
Mi zapatilla cuesta un Dom Perig—

One por el money, do' por el show
Three por mis worrie' que están readie' pa' la acción
Todo lo que quiero son sneakers y weapons
Money and power, y una bitchie con un septum

Otra city nos espera, así que let's go, hmm
Yo tengo conexiones, como redstone
Hay raperos que me quieren en su Death Note, ah
Ni en pedo me regalo, I gotta lay low, hmm

Shorty se parece a J. Lo
Mi plata se hizo larga, bitch, yo le digo Jake Long (money)
El Dillom una masa, como Play-Doh, ah
Los dejamos en bola', como en Playboy

Mi money go dumb, tengo plata pelotuda
Tomé siete Rivo', creo que necesito ayuda
En Argentina yo y Los Ramone' en NYC
La vida es triste, y lo siento, pero es así

Mi money go dumb, tengo plata pelotuda
Tomé siete Rivo', creo que necesito ayuda
En Argentina yo y Los Ramone' en NYC
La vida es triste, y lo siento, pero es así

Mi money go dumb, tengo plata pelotuda
Tomé siete Rivo', creo que necesito ayuda
En Argentina yo y Los Ramone' en NYC
La vida es triste, y lo siento, pero es así

Ah, ah
Post mortem
Post mortem
Ah

Yo no tengo sueños, tengo planes
No tengo enemigo', tengo fane'
Me nombran y aparezco, igual que Bloody Mary
To'a mi vida la persigo, como Tom y Jerry

La venganza es dulce, como un flan con crema
Y pareciera que yo pago una condena
Porque pa' lo malo tengo un imán
Y lo bueno siempre tarda, o nunca llega

Puede que a veces yo esté en crisis
Y que tenga arruiná' la psiquis
Pero si hay que meter mano, yo hago fisting
Cuando la costa está tensa, como en lifting

Tengo un par de hijo', le' voy a hacer un baby shower
Pa' nosotro' todo el día es happy hour
Antes nadie venía a mi cumple
Ahora todos quieren venir a mi cumple

Cuando hablo, nadie me interrumpe
Me gusta, porque hace que mi mundo se derrumbe
Hace un par de años que vivo en la incertidumbre, ah
Espero no se me haga una costumbre",dillom
"Post Mortem
Uh
(Oh)

Ey, mis opps son medio opa
Lo fumo con falopa
Y si quieren lo que tengo, yo conozco al de la nota
Music pa' la plata (money), plata pa' la ropa (sí)
Lucho con demonio' que parecen lo' de Lovecraft

Quiero tener quince de nuevo (oh)
Quiero revivir a mi perro (huh?)
No quiero ser pobre de nuevo (nah)
No quiero 'tar broke ('tar broke-broke-broke)
Gano plata mientras juego al Pou (Pou)
Mi vida 'tá escrita por Allan Poe (Poe)
Mi puta dice que somos re goals (goals)
Si me deja, meto hasta las balls (balls)
Puta, ahora los hundreds tengo que contarlo' de a do' (ey)
Y esos puto' quieren verme mimir en un cajón (uh)
Mi mamá tomando merca, todo enfrente 'e mi cara (fiumba)
Y mi viejo después de eso me echó fuera 'e la casa
Pero si no fue' por eso, ahora no tendría nada (what?)
Porque gracias a esa secuen' ahora estoy más pillo (oh)
Y si te dormís la siesta, compi, te re astillo
Cayeron la popo a casa en busca de un ladrillo

Mis opps son medio opa (oh)
Lo fumo con falopa (falopa)
Y si quieren lo que tengo, yo conozco al de la nota
Music pa' la plata (eh), plata pa' la ropa (money)
Lucho con demonio' que parecen lo' de Lovecraft

Puta, 'toy cansado, yeah, i'm sick of this shit (sick of this shit)
Bitch, i hit a lick y me voy, lickety split (lickety)
Hay poco taca-taca mucho pipi-ripi (pipi-ripi)
Lo' niño' aman a Dillom like Discovery Kids (yeah!)
Conmigo no te haga' el locotrón (No)
Vamo' por la ruta, rom-rom-rom (Let's go)
Si cuento más cosa', puede que me busquen y quieran hacerme rrum-pom-pom
(Pow, pow)

Me sueno los moco' con fajo' (ah)
Si ella me pide, la fajo (what?)
Puta, ahora este es mi trabajo (ey)
For free no te doy ni un abrazo (nah)
Pesos no me sirven, paso
Tu guacha me da cabezaso' (jaja)
She blow on my dick como un saxo
Yo la hago llorar, como Clapton (Pawn)

Mis opps son medio opa
Lo fumo con falopa (falopa)
Y si quieren lo que tengo, yo conozco al de la nota
Music pa' la plata (oh), plata pa' la ropa (money)
Lucho con demonio' que parecen lo' de Lovecraft

Mis opps son medio opa (opa)
Lo fumo con falopa (falopa)
Y si quieren lo que tengo, yo conozco al de la nota
Music pa' la plata (eh), plata pa' la ropa (oh)
Lucho con demonio' que parece—
Ah, ya fue",dillom
"Ah
Puto
Deau, esas cosas no se dicen, che
Huh
POST MORTEM
Ah, ah
Oh my God, I can't believe this shit
Huh?
Yeah (yeah)
Oh my God
Ah

Cuando era chico soñaba con escenario', mm
Mientras mi mamá vendía ropa en Centenario, mm
Hice cosas mala' y no era necesario
Esas son las cosas en las que yo pienso a diario, mm

Me la llevo pa'l hotel, como Bates, mm
Todos hagan lo que quiero, okey, mm
Quiero un paquete de Lay's, mm
Puta, lo quiero ahora, okey (come on)

De los pies a cabeza to' BAPE (BAPE)
Esa wacha pensó que era gay (he's gay as fuck)
Me pidió que juguemos al rape
Ahora no, estoy jugando a la Play (oh, no)

Si lo quiero, lo compro, no ahorro
Si es +18, lo cojo y sin forro, ah
Tu wacha se sube a cococho, ah
Si ella me deja, me ahorco, ah (¿qué, qué, qué?)

Ey, ey (se ahorca)
Ey, ey (that's wrong)
Ey, ey

La sacamos del campo, te hacemo' un homerun
Al que meta mano, le dejamos un muñón
El diablo es una wacha que me baila reguetón
Y mi nueva zapatilla cuesta un Dom Pérignon

Huh, puta, cojamo' en el trunk
Ahora no jodas, estoy drunk
Es una locura like Kronk
Lo fumamo' en pipa y en bong

Puta, cojamo' en el trunk
Ahora no jodas, estoy drunk
Es una locura like Kronk
Lo fumamo' en pipa y en bong

Una bitch en mi phone, le digo: Hey, Siri
Puta, dame comida, también quiero un daiquiri
Con shorty en la pileta pero sin bikini
Siempre digo la posta, no capelettini

Porque mis amigos son todos big steppa'
En la jeta' de los opp' tirando pirueta'
Su pussy pelada parece Larreta
Esa es la verdadera grieta

Rapero' con cara de Chicken Little
Compa, tu wacha parece un Beatle
No se preocupen, yo le pago el fondo buitre
Voy a morir en Argentina, como Hitler

Huh, puta, cojamo' en el trunk
Ahora no jodas, estoy drunk
Es una locura like Kronk
Lo fumamo' en pipa y en bong

Puta, cojamo' en el trunk
Ahora no jodas, estoy drunk
Es una locura like Kronk
Lo fumamo' en pipa y en

Puta, mi polola es una gótica culona, fuck
Tengo fea letra, porfa, no me pidas autógrafo'
Lo' shows están crazy, todos loco' como el 22
A ese le saltó la chafi al toque y no es un dominó

Tengo los billete' celeste'
A vece' los cambio en el Western
Lustramo' los pepe-rebepe
Le damos smoke y no un Chester

Rockeando las nueva' Bapesta
Tenemo' una cookie que apesta
Ey, no me digas cuánto cuesta
Los rico' no dormimo' siesta (what?)

Huh, puta, cojamo' en el trunk
Ahora no jodas, estoy drunk
Es una locura like Kronk
Lo fumamo' en pipa y en bong

Puta, cojamo' en el trunk
Ahora no jodas, estoy drunk (what?)
Es una locura like Kronk
Lo fumamo' en pipa y en (buenas)",dillom
"Me paso to'a la noche caminando en zig-zag
Tengo ese sin sabor que tiene un plato sin sal
La vida pasa rápido, puta, tic-tac
No hay na' bueno en lo malo, me cago en el Yin Yang

Me paso to'a la noche caminando en zig-zag
Tengo ese sin sabor que tiene un plato sin sal
La vida pasa rápido, puta, tic-tac
No hay na' bueno en lo malo, me cago en el Yin Yang

Oh, me niego a pensar que nací para morir así
A pensar que nací para vivir así
A fin de mes me dan miguitas para que no me queje
Puta, yo quiero mí guita, no escuchar boludeces

Estoy tan cansado de este sentimiento
La vida es una pija y me está re cogiendo
Y no se pone mejor que esto
Odio la idea de marcharme siendo uno más del resto

Me paso to'a la noche caminando en zig-zag
Tengo ese sin sabor que tiene un plato sin sal
La vida pasa rápido, puta, tic-tac
No hay na' bueno en lo malo, me cago en el Yin Yang

Me paso to'a la noche caminando en zig-zag
Tengo ese sin sabor que tiene un plato sin sal
La vida pasa rápido, puta, tic-tac
No hay na' bueno en lo malo, me cago en el Yin Yang

Si tuviera que pedir un deseo
Volvería para atrás el tiempo
Tantas cosas de las que me arrepiento
Nunca pude dar mi cien por ciento
Y poco a poco me volví mi peor enemigo
Por buscarme en un envase vacío

Trapo; rejilla, al horno, a la parrilla
Soy tu trapo de piso, tu bar de la esquina
A dónde derrapa tu banquina
Y tu puerto, tu perro muerto

El perro muerto en el vertedero
El mini-mercado de droga dura
El vínculo hipotecario
El amor llamado locura

Me paso to'a la noche caminando en zig-zag
Tengo ese sin sabor que tiene un plato sin sal
La vida pasa rápido, puta, tic-tac
No hay na' bueno en lo malo, me cago en el Yin Yang

Me paso to'a la noche caminando en zig-zag
Tengo ese sin sabor que tiene un plato sin sal
La vida pasa rápido, puta, tic-tac
No hay na' bueno en lo malo, me cago en el Yin Yang

Rápido, rápido
La vida pasa rápido, rápido
La vida pasa rápido, rápido
La vida pasa rápido, rápido

La vida pasa rápido, rápido
La vida pasa rápido, rápido
La vida pasa rápido, rápido
La vida pasa rápido, rápido",dillom
"[Dillom]
These bitches funny, baby te corro el make up
Tengo mi gold ring, jodes y te hago un face-tat
Yo quiero money, lo quiero quiero A$AP
Quiero quiero quiero A$AP

These bitches funny, baby te corro el make up
Tengo mi gold ring, jodes y te hago un face-tat
Yo quiero money, puta lo quiero A$AP
Lo quiero quiero quiero A$AP

Goddamn, ese kid se cree listo
Dejé su body en el piso
Yo tengo ice cream como granizo
Acá la pava se calienta con la pisto’

Uzi en mi coupe, buscando el flu’
Ready to shoot, yeah
Sara es mas badass que toda tu crew
Están buscando fama, no tienen el look
Le pincho la panza, parece budú
Yo estoy con tu mama bailando en el club

Click pap te dejamos como Nisman
Llegamos con regalos hijos de puta, merry Christmas
Yo no soy rapero, no me voa’ tirar un freestyle
Está lleno de gatos y yo repartiendo Whiskas

Tengo la receta de la metanfeta
Y esos fecas rezan pa’ que le de mecha
‘Toy de gira por el barrio y mañana tengo fecha
Pero me porto piola así la 12 no sospecha
(You know what I’m saying, boy?)

[Muerejoven]
These bitches funny, baby te corro el make up
Tengo mi gold ring, jodes y te hago un face-tat
Yo quiero money, puta lo quiero A$AP
Lo quiero quiero quiero A$AP

These bitches funny, baby te corro el make up
Tengo mi gold ring, jodes y te hago un face-tat
Yo quiero money, puta lo quiero A$AP
Lo quiero quiero quiero A$AP

Con la Jose Mobb, fumando ese dab
Si me trae dope se gana mi love
Joven sin amor, 1-3-1-2
Fuck le cop que se sienten robocop

Piden 4g y le traen 2
Se cagan en vos por terrible toy
Me quiere cojer, le digo ahora no
En el backstage de su mierda e’ show

Que mierda su show no me llama na’
Te cobro el envío soy PedidosYa
A esos bobos ya los ví, están perdidos ya
Se quedan sin work, loco a laburar

En el party entro como un jeque árabe
No estoy medicado y ando con el jarabe
Y cada vez ando cada vez más flex
Y a la vez ando engordando racks
(Big racks bitch)

These bitches funny, baby te corro el make up
Tengo mi gold ring, jodes y te hago un face-tat
Yo quiero money, puta lo quiero A$AP
Lo quiero quiero quiero A$AP

These bitches funny, baby te corro el make up
Tengo mi gold ring, jodes y te hago un face-tat
Yo quiero money, puta lo quiero A$AP
Lo quiero quiero quiero A$AP
(What? A$AP)",dillom
"Woah (woah)
Say, yeah (yeah)
Woah (woah), yeah (yeah)
Woah (yeah), woah (yeah), woah (yeah)

Sopermi
Voy a contarte cuando todo lo perdí
Éramos cuatro en una pieza, no me hables de feng shui
Lo hice todo por mi cuenta, como en un auto service
De chico no me pagaban la membresía de Club Penguin

Mi vida es una de Burton pero más shady
No va a haber final feliz, puta, esto no es Heidi
La maldad que llevo dentro no se saca con Reiki
Oh, okay, sí
La coca para el naso y en еl vaso la Pepsi
Que le еscupa la cara la hace sentir muy sexy
Ey, baby

Quiero conocerte, cambiarías un poquito de mi suerte
Me imagino lo bonito que se siente
Que te sientes en mi cara y me rompas los dientes
Te propongo lo siguiente

Vayamos a un hotel y nos quedamos desde el lunes hasta el viernes
Invitame a tu casa a conocer a tus parientes
Tu culo es la manzana, tu lengua es de serpiente
Tu piel es la más suave y tus labios son crujientes
Si fueras una escort, yo sería tu mejor cliente

Quiero tirarte agua caliente
Me gustaría verte atada a la cama sin que puedas moverte
¿Querías conocerme? Vos seguime la corriente
Voy a llevarte a lo profundo de mi mente
Te pensás que soy boludo, ¿Qué no sé cuándo me mienten?
Te pensás que yo no tengo ni dos dedos de frente

Aunque me haga el que la sufro, verte triste me divierte
Vi los mensajes, ¿quién mierda es este?
Te agarré de la muñeca, me pediste que te suelte
¿Así que tenés un pretendiente?
¿Te caíste en su pija por accidente?

Te encerré en el baño hasta el día siguiente
Llamaron a la poli los vecinos de enfrente
Les dije que era mi perro, que no se alerten, pasa siempre
Tengo que encerrarlo cada vez que viene gente

Tenía pendiente tenerte en frente
Y con tu sangre llenar un recipiente
Quería romperte, quemarte, pegarte fuerte
Un poco disfruté de ver tu cuerpo inerte
No puedo evitar hacerte esto, aunque lo intente
Hay problemas que solo los soluciona la muerte",dillom
"Yo sé que nosotro' no servimo' para esto
Pero quiero intentarlo igual, romper con la línea del tiempo
Hay veces que me siento tan afuera de mi cuerpo
No me reconozco cuando me miro al espejo

Y estoy solo en esta ciudad
No te encuentro en ningún lugar
Y estoy solo en esta ciudad
Y estoy solo, solo

Llamé un par de veces y nadie contesta
Y nadie contesta, oh-oh-oh-oh-oh
Te busco en to's lados, no paro de dar vueltas
En mi bicicleta, oh-oh-oh-oh-oh
Llamé un par de veces y no hay respuesta
Y no hay respuesta, oh-oh-oh-oh

Te busco en to's lados y no aparecés
Me siento como cuando nadie viene a tu cumple
Me gustaría tene' un búnker pa' que nadie me pregunte nada
Siento que vengo en bajada, siento que tengo una espada clavada
Quisiera que estés en mi cama, abajo de las sábanas (ah)

Y estoy solo en esta ciudad
No te encuentro en ningún lugar
Y estoy solo en esta ciudad
Y estoy solo, solo

Llamé un par de veces y nadie contesta
Y nadie contesta, oh-oh-oh-oh-oh
Te busco en to's lados, no paro de dar vueltas
En mi bicicleta, oh-oh-oh-oh-oh
Llamé un par de veces y no hay respuesta
Y no hay respuesta, oh-oh-oh-oh

Te busco en to's lados y no aparecés
Llamé un par de veces y nadie contesta
Y nadie contesta, oh-oh-oh-oh
Te busco en to's lados y no aparecés

",dillom
